id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
5304,4,643.49,1607.92,1422.33,552.0,2388.16,48.03,520.44,2388.16,8.5399,396,38.57,23.114
5305,3,643.57,1603.45,1427.18,552.02,2388.14,47.98,520.28,2388.16,8.4726,395,38.46,23.0408
5306,2,644.04,1602.29,1426.78,551.23,2388.16,48.14,520.41,2388.13,8.5083,398,38.57,23.0534
5307,1,643.24,1599.73,1421.29,551.57,2388.19,48.07,520.53,2388.16,8.5098,397,38.45,23.1852
5308,0,643.51,1599.25,1432.5,551.79,2388.19,48.05,519.2,2388.2,8.5347,398,38.27,22.9867
5309,125,642.41,1592.81,1403.33,554.08,2388.08,47.61,521.21,2388.06,8.4088,391,38.74,23.3425
5310,125,642.6,1590.48,1404.96,554.39,2388.02,47.4,521.95,2388.11,8.4346,395,39.04,23.4075
5311,125,642.3,1581.71,1401.67,553.69,2388.07,47.38,521.95,2388.07,8.4253,391,38.75,23.2521
5312,125,643.04,1587.25,1407.46,553.56,2388.06,47.36,521.98,2388.03,8.433,394,38.8,23.333
5313,125,642.47,1584.61,1406.82,554.18,2388.04,47.44,521.96,2388.06,8.4384,394,38.98,23.392
5314,125,642.3,1584.48,1409.51,554.65,2388.02,47.44,521.75,2388.06,8.4208,393,38.9,23.319
5315,125,642.27,1595.67,1409.94,552.85,2388.09,47.45,521.21,2388.06,8.4177,393,38.97,23.2795
5316,125,642.45,1579.66,1407.34,553.45,2388.06,47.48,522.36,2388.05,8.4298,394,38.82,23.3563
5317,125,642.59,1593.52,1408.99,553.74,2388.04,47.34,521.29,2388.08,8.4011,392,38.94,23.3202
5318,125,642.54,1592.24,1408.67,554.03,2388.08,47.52,521.19,2388.09,8.4128,393,38.95,23.4244
5319,125,642.57,1586.12,1392.42,553.0,2388.11,47.44,521.82,2388.15,8.4378,392,38.91,23.362
5320,125,642.48,1587.31,1404.75,553.34,2388.04,47.45,522.05,2388.04,8.4468,393,38.82,23.3062
5321,125,642.36,1588.83,1410.72,553.02,2388.08,47.44,521.87,2388.09,8.4276,392,38.64,23.3662
5322,125,642.37,1583.56,1407.41,553.82,2388.05,47.31,521.98,2388.07,8.4452,394,38.97,23.3414
5323,125,642.33,1583.7,1402.81,553.9,2388.03,47.42,521.67,2388.06,8.4514,393,38.73,23.3552
5324,125,642.4,1585.16,1403.97,552.58,2388.06,47.5,521.55,2388.02,8.4352,392,38.82,23.3333
5325,125,641.78,1591.04,1407.19,554.56,2388.0,47.4,521.6,2388.06,8.4351,393,38.86,23.3798
5326,125,642.61,1590.43,1396.7,553.71,2388.1,47.37,521.43,2388.09,8.4055,393,38.84,23.3399
5327,125,642.47,1581.23,1399.5,553.43,2388.11,47.42,521.86,2388.04,8.4082,393,38.8,23.3244
5328,125,642.66,1592.44,1407.16,553.88,2388.02,47.4,521.61,2388.08,8.45,393,38.9,23.3725
5329,125,642.56,1584.78,1395.72,553.86,2388.02,47.47,522.07,2388.01,8.4341,392,38.83,23.358
5330,125,642.75,1590.65,1405.19,552.86,2388.07,47.53,522.0,2388.06,8.4121,393,38.89,23.3225
5331,125,642.3,1590.01,1407.18,553.67,2388.09,47.52,521.71,2388.05,8.4264,393,38.89,23.2872
5332,125,642.54,1594.77,1404.67,553.5,2387.97,47.44,520.89,2388.12,8.4451,393,38.91,23.3274
5333,125,642.54,1590.71,1403.35,554.51,2388.14,47.24,522.1,2388.1,8.427,393,38.9,23.2058
5334,125,642.61,1587.42,1398.58,554.09,2388.06,47.37,522.04,2388.06,8.4276,391,38.74,23.2886
5335,125,642.32,1585.31,1406.02,552.99,2388.07,47.31,521.77,2388.08,8.4601,393,39.02,23.3902
5336,125,642.55,1586.9,1404.2,554.33,2388.11,47.34,522.21,2388.04,8.3907,393,39.12,23.3839
5337,125,642.5,1583.07,1405.78,553.98,2388.06,47.35,521.91,2388.04,8.4348,392,38.89,23.2319
5338,125,642.46,1589.12,1395.35,554.02,2388.05,47.34,521.5,2388.05,8.4483,393,38.75,23.2781
5339,125,642.7,1590.1,1404.34,553.94,2388.03,47.47,521.61,2388.03,8.4361,392,38.72,23.3471
5340,124,642.55,1589.05,1404.68,553.58,2388.02,47.45,521.48,2388.01,8.4304,393,38.66,23.3432
5341,123,642.06,1590.6,1407.24,553.03,2388.07,47.37,521.75,2388.06,8.446,394,38.89,23.2982
5342,122,642.93,1597.39,1403.23,553.9,2388.1,47.25,522.2,2388.04,8.4496,393,38.92,23.3944
5343,121,642.31,1591.21,1405.62,553.41,2388.06,47.45,521.89,2388.05,8.4391,392,38.91,23.365
5344,120,642.16,1596.79,1407.68,554.49,2388.1,47.45,521.56,2388.06,8.3947,393,38.98,23.2749
5345,119,642.69,1587.68,1401.08,554.49,2388.08,47.28,521.81,2388.04,8.4219,391,38.87,23.4123
5346,118,642.55,1587.12,1409.48,554.18,2388.06,47.52,522.24,2388.07,8.4059,392,38.96,23.3179
5347,117,642.26,1589.69,1405.18,553.64,2388.02,47.57,521.94,2388.1,8.4273,393,39.0,23.3514
5348,116,642.42,1592.01,1409.89,554.32,2388.08,47.53,521.57,2388.05,8.4624,393,38.85,23.3694
5349,115,642.21,1583.26,1404.96,553.73,2388.06,47.44,521.64,2388.12,8.4502,392,38.87,23.165
5350,114,642.94,1581.57,1407.92,553.41,2388.04,47.37,521.29,2388.06,8.4601,393,38.94,23.3386
5351,113,642.84,1591.34,1401.74,553.68,2388.13,47.38,521.49,2388.12,8.4171,394,38.79,23.3086
5352,112,642.81,1583.25,1397.69,554.14,2388.09,47.45,521.52,2388.02,8.4091,393,38.87,23.2843
5353,111,642.5,1588.66,1412.34,554.03,2388.05,47.58,521.21,2388.04,8.4182,392,39.02,23.2726
5354,110,642.48,1585.98,1400.43,554.23,2388.05,47.32,521.48,2388.05,8.4178,392,38.86,23.3129
5355,109,642.32,1590.28,1409.2,553.25,2388.1,47.47,521.83,2388.04,8.4431,392,38.87,23.2718
5356,108,643.11,1593.64,1412.48,553.45,2388.06,47.6,521.73,2388.09,8.4163,393,38.88,23.4464
5357,107,642.05,1590.33,1408.22,553.53,2388.07,47.54,521.74,2388.08,8.4277,392,38.92,23.3259
5358,106,643.12,1588.5,1406.8,553.36,2388.11,47.64,521.26,2388.07,8.4129,394,39.0,23.3386
5359,105,642.53,1590.41,1409.24,553.16,2388.03,47.37,521.76,2388.12,8.4392,393,38.93,23.4062
5360,104,642.86,1592.59,1404.88,553.17,2388.03,47.59,521.31,2388.09,8.4518,391,38.98,23.288
5361,103,642.56,1584.63,1408.94,553.14,2388.06,47.46,522.0,2388.07,8.4146,392,38.78,23.3635
5362,102,642.62,1584.73,1407.3,553.53,2388.06,47.52,521.52,2388.13,8.4461,392,38.9,23.2081
5363,101,642.28,1590.34,1403.66,554.97,2388.05,47.45,521.68,2388.12,8.4398,393,38.92,23.4158
5364,100,642.91,1595.92,1403.35,553.23,2388.09,47.21,521.48,2388.07,8.4514,393,38.9,23.3764
5365,99,642.26,1590.69,1410.43,554.17,2388.03,47.62,521.45,2388.11,8.4204,393,38.79,23.3128
5366,98,642.57,1584.91,1401.33,552.96,2388.05,47.45,521.26,2388.07,8.4361,393,38.92,23.3731
5367,97,641.89,1595.99,1406.05,552.99,2388.11,47.66,521.69,2388.05,8.4306,394,38.76,23.357
5368,96,642.78,1587.22,1407.53,553.02,2388.07,47.51,521.53,2388.06,8.4413,392,38.77,23.2111
5369,95,642.56,1591.03,1408.91,552.82,2388.09,47.39,521.15,2388.11,8.4327,392,38.69,23.379
5370,94,642.26,1588.61,1414.54,553.51,2388.1,47.38,521.63,2388.04,8.4336,392,38.93,23.2637
5371,93,642.33,1590.1,1416.28,552.61,2388.08,47.41,521.49,2388.05,8.4618,393,38.93,23.2869
5372,92,642.59,1591.45,1403.31,553.92,2388.15,47.55,521.87,2388.05,8.4189,393,39.07,23.3385
5373,91,642.7,1590.78,1406.97,553.23,2388.1,47.63,522.24,2388.06,8.4179,393,38.88,23.3298
5374,90,642.81,1589.64,1406.18,553.8,2388.07,47.47,521.52,2388.09,8.4438,393,38.9,23.1849
5375,89,642.57,1586.59,1412.39,554.0,2388.07,47.43,521.83,2388.07,8.4508,395,38.94,23.3121
5376,88,642.73,1593.25,1413.68,553.45,2388.1,47.34,522.14,2388.12,8.428,392,38.8,23.3597
5377,87,642.77,1578.13,1407.13,553.32,2388.08,47.54,522.12,2388.05,8.427,394,38.78,23.364
5378,86,642.53,1584.62,1408.9,553.2,2388.08,47.44,521.9,2388.09,8.4254,394,38.88,23.3443
5379,85,642.7,1593.27,1404.91,552.78,2388.08,47.56,521.98,2388.07,8.3924,393,38.98,23.3195
5380,84,642.85,1584.8,1409.4,553.28,2388.07,47.5,522.03,2388.13,8.4406,392,38.82,23.2761
5381,83,642.83,1595.96,1403.62,553.38,2388.08,47.52,521.66,2388.12,8.408,393,38.83,23.2556
5382,82,642.43,1589.75,1403.14,554.42,2388.08,47.54,521.83,2388.12,8.4408,393,39.06,23.3193
5383,81,642.76,1589.51,1411.99,553.49,2388.04,47.46,521.93,2388.13,8.4467,393,38.68,23.3404
5384,80,642.5,1587.74,1407.5,553.38,2388.06,47.56,521.65,2388.11,8.4191,393,38.94,23.3429
5385,79,642.87,1588.09,1409.32,554.35,2388.03,47.46,521.62,2388.14,8.4316,392,38.9,23.3397
5386,78,642.43,1593.59,1411.26,553.09,2388.1,47.45,521.76,2388.09,8.429,395,38.85,23.3428
5387,77,642.7,1584.93,1410.78,553.87,2388.12,47.42,521.29,2388.12,8.4376,394,38.73,23.2766
5388,76,641.84,1587.58,1414.87,553.53,2388.02,47.46,521.35,2388.06,8.4667,393,38.84,23.2138
5389,75,643.16,1590.25,1410.54,553.74,2388.09,47.42,522.07,2388.12,8.444,393,38.82,23.3558
5390,74,642.5,1600.91,1415.54,553.5,2388.09,47.48,521.68,2388.08,8.3974,392,38.75,23.3561
5391,73,642.24,1591.16,1399.22,553.41,2388.07,47.53,520.86,2388.1,8.4279,394,38.92,23.3416
5392,72,643.05,1590.75,1411.12,553.21,2388.11,47.63,521.86,2388.15,8.4312,395,38.72,23.3699
5393,71,641.86,1591.36,1409.92,553.28,2388.09,47.63,521.37,2388.02,8.4562,392,38.93,23.3496
5394,70,642.87,1593.17,1403.79,553.76,2388.1,47.58,521.0,2388.07,8.4437,393,39.1,23.2941
5395,69,642.63,1590.85,1411.77,553.85,2388.1,47.61,521.42,2388.12,8.4775,391,38.7,23.2104
5396,68,643.0,1586.24,1407.36,553.15,2388.05,47.51,520.59,2388.06,8.4216,392,38.82,23.3788
5397,67,642.6,1595.61,1410.14,553.43,2388.07,47.47,520.92,2388.08,8.4042,394,38.86,23.1602
5398,66,642.13,1591.67,1408.51,553.68,2388.08,47.6,520.97,2388.12,8.4565,394,38.68,23.3718
5399,65,642.94,1590.89,1409.25,553.26,2388.07,47.54,521.51,2388.03,8.457,394,39.03,23.1897
5400,64,642.48,1585.96,1408.21,553.18,2388.09,47.69,521.03,2388.05,8.4985,393,38.86,23.2057
5401,63,642.64,1592.61,1417.3,553.58,2388.12,47.43,521.03,2388.13,8.4139,394,38.71,23.303
5402,62,642.41,1597.87,1409.0,553.78,2388.07,47.54,521.51,2388.06,8.4572,394,38.76,23.2785
5403,61,643.26,1595.23,1408.35,552.69,2388.07,47.71,522.37,2388.11,8.4474,392,38.87,23.2952
5404,60,642.66,1590.7,1415.73,553.07,2388.06,47.67,520.96,2388.05,8.484,393,38.65,23.31
5405,59,643.17,1584.43,1417.08,552.48,2388.1,47.53,521.28,2388.13,8.4153,392,38.76,23.2503
5406,58,642.59,1586.18,1408.5,552.75,2388.08,47.73,521.06,2388.15,8.4508,394,38.82,23.1136
5407,57,642.65,1591.88,1414.29,553.3,2388.1,47.5,521.05,2388.1,8.4217,394,38.99,23.4543
5408,56,642.41,1591.27,1405.82,553.08,2388.12,47.5,520.96,2388.13,8.4529,392,38.93,23.3242
5409,55,642.97,1590.05,1409.52,553.08,2388.08,47.58,521.5,2388.05,8.4494,393,38.79,23.273
5410,54,643.27,1596.27,1410.49,552.4,2388.11,47.69,521.26,2388.1,8.4381,393,38.71,23.1543
5411,53,642.92,1598.29,1417.33,552.39,2388.12,47.62,520.88,2388.08,8.4145,395,38.86,23.2877
5412,52,642.8,1590.26,1411.59,553.29,2388.12,47.64,521.37,2388.06,8.4773,393,38.84,23.2414
5413,51,642.78,1594.54,1408.62,553.07,2388.12,47.59,521.57,2388.05,8.4467,393,39.01,23.3349
5414,50,643.22,1591.24,1413.43,553.27,2388.08,47.73,521.17,2388.11,8.4402,396,38.63,23.3546
5415,49,643.06,1592.6,1415.59,553.25,2388.1,47.61,520.91,2388.07,8.4471,393,38.98,23.2095
5416,48,642.5,1586.58,1410.2,553.29,2388.1,47.47,521.28,2388.1,8.4409,394,38.73,23.3405
5417,47,643.03,1596.46,1402.48,552.89,2388.07,47.65,520.72,2388.08,8.4645,395,38.56,23.238
5418,46,643.17,1597.79,1416.82,553.23,2388.1,47.58,521.39,2388.09,8.4654,394,38.74,23.2156
5419,45,643.07,1587.76,1408.68,552.55,2388.1,47.5,521.2,2388.06,8.4732,393,38.75,23.1462
5420,44,642.55,1593.06,1419.78,552.7,2388.11,47.82,520.87,2388.05,8.4971,394,38.72,23.2291
5421,43,642.01,1590.1,1419.08,553.33,2388.12,47.66,521.38,2388.11,8.4996,394,38.86,23.2555
5422,42,642.62,1589.31,1409.5,553.45,2388.16,47.62,520.56,2388.12,8.4495,393,38.75,23.3215
5423,41,643.15,1596.43,1406.79,553.37,2388.1,47.74,521.61,2388.12,8.424,393,38.75,23.2533
5424,40,643.03,1595.3,1414.22,553.75,2388.12,47.69,521.55,2388.09,8.4847,392,38.58,23.2533
5425,39,643.13,1594.45,1412.68,553.08,2388.09,47.63,520.64,2388.11,8.4794,394,38.82,23.2818
5426,38,642.66,1596.54,1409.07,553.06,2388.06,47.82,520.65,2388.11,8.4542,394,38.69,23.2242
5427,37,642.63,1601.47,1413.67,552.57,2388.04,47.71,520.96,2388.11,8.4609,394,38.67,23.1955
5428,36,643.3,1596.71,1415.04,551.91,2388.08,47.84,520.73,2388.05,8.4257,394,38.8,23.1596
5429,35,642.67,1596.07,1411.54,553.52,2388.07,47.73,521.19,2388.11,8.4937,395,38.81,23.2751
5430,34,642.78,1594.96,1411.04,552.51,2388.11,47.62,520.9,2388.13,8.4538,394,38.64,23.2634
5431,33,643.01,1593.26,1418.59,553.0,2388.11,47.79,520.44,2388.13,8.5044,395,38.77,23.2581
5432,32,643.02,1594.17,1420.21,552.91,2388.14,47.74,521.12,2388.08,8.4511,393,38.54,23.2164
5433,31,643.3,1594.14,1414.68,553.37,2388.13,47.48,521.4,2388.16,8.4702,393,38.65,23.1363
5434,30,643.13,1601.52,1418.16,552.71,2388.05,47.86,520.72,2388.05,8.4775,393,38.69,23.2992
5435,29,642.93,1589.48,1413.76,552.81,2388.08,47.95,520.78,2388.1,8.4782,393,38.64,23.2686
5436,28,642.99,1597.56,1418.09,552.65,2388.11,47.73,520.65,2388.11,8.421,396,38.77,23.201
5437,27,642.82,1596.58,1414.87,552.18,2388.11,47.72,520.84,2388.09,8.4733,395,38.78,23.2787
5438,26,643.14,1588.93,1415.13,552.34,2388.13,47.76,521.13,2388.16,8.4932,393,38.71,23.1785
5439,25,642.63,1596.17,1419.49,552.19,2388.11,47.82,521.24,2388.19,8.4656,396,38.56,23.2102
5440,24,643.56,1596.9,1414.83,553.17,2388.11,47.81,520.71,2388.12,8.4617,395,38.64,23.1495
5441,23,643.82,1596.44,1413.51,553.15,2388.09,47.74,520.61,2388.15,8.473,395,38.66,23.135
5442,22,643.55,1594.9,1415.44,552.61,2388.17,47.85,521.26,2388.09,8.4878,395,38.69,23.1422
5443,21,642.84,1599.93,1421.02,553.28,2388.08,47.57,520.67,2388.11,8.4401,395,38.72,23.1423
5444,20,643.43,1597.34,1420.99,552.33,2388.16,47.82,520.63,2388.13,8.48,395,38.6,23.1191
5445,19,643.42,1587.85,1421.48,552.31,2388.14,47.96,520.37,2388.13,8.47,395,38.39,23.2479
5446,18,643.79,1600.39,1423.73,552.47,2388.12,47.78,520.55,2388.14,8.5029,397,38.46,23.1376
5447,17,643.55,1604.41,1418.5,552.66,2388.12,47.95,520.2,2388.14,8.4694,395,38.63,23.2009
5448,16,643.03,1590.08,1418.17,552.13,2388.15,47.82,520.3,2388.15,8.5094,394,38.5,23.1819
5449,15,643.77,1595.21,1418.75,551.98,2388.2,47.77,520.69,2388.15,8.4834,394,38.51,23.1364
5450,14,643.22,1595.77,1416.04,552.63,2388.14,48.09,521.08,2388.14,8.4769,394,38.6,23.0974
5451,13,643.27,1602.64,1421.92,552.5,2388.19,47.88,520.53,2388.12,8.5029,394,38.5,23.0649
5452,12,643.38,1602.76,1422.56,551.99,2388.17,48.09,520.05,2388.11,8.4962,395,38.67,23.137
5453,11,643.56,1599.55,1423.96,551.38,2388.12,48.07,520.74,2388.14,8.5521,395,38.69,23.15
5454,10,644.0,1605.27,1424.26,551.89,2388.15,48.09,520.78,2388.19,8.4684,396,38.45,23.0716
5455,9,643.6,1599.15,1423.26,551.4,2388.16,47.98,520.66,2388.15,8.4949,397,38.58,23.0639
5456,8,643.3,1604.17,1424.36,552.45,2388.17,47.86,520.19,2388.22,8.4951,395,38.47,23.1164
5457,7,643.4,1598.75,1422.67,552.41,2388.14,47.99,520.25,2388.14,8.5158,395,38.38,23.1406
5458,6,643.75,1599.94,1419.47,551.51,2388.17,47.99,519.94,2388.13,8.5362,398,38.42,23.1674
5459,5,643.48,1604.42,1423.42,551.31,2388.17,48.11,520.3,2388.16,8.5312,397,38.48,23.1837
5460,4,643.64,1600.46,1416.81,551.96,2388.16,48.11,520.3,2388.24,8.5054,396,38.53,23.082
5461,3,643.57,1600.98,1429.2,551.83,2388.17,47.9,520.29,2388.19,8.4995,395,38.3,23.0855
5462,2,643.8,1606.27,1431.34,551.47,2388.18,48.15,519.87,2388.19,8.502,397,38.55,23.098
5463,1,643.5,1607.67,1422.32,551.62,2388.14,48.07,520.09,2388.25,8.5216,398,38.56,23.1217
5464,0,643.76,1606.45,1429.06,551.51,2388.17,48.26,519.43,2388.15,8.5259,397,38.65,23.0772
5630,125,642.85,1590.52,1408.46,554.41,2388.04,47.4,521.92,2388.02,8.4185,393,39.09,23.3381
5631,125,642.27,1592.43,1408.53,553.71,2388.03,47.27,521.77,2388.05,8.4272,392,38.84,23.335
5632,125,642.67,1587.06,1399.36,554.12,2388.11,47.56,521.94,2388.08,8.4103,393,38.81,23.3956
5633,125,642.7,1590.5,1404.58,554.62,2388.05,47.35,522.65,2388.07,8.4657,393,38.89,23.3491
5634,125,642.76,1588.83,1405.83,553.38,2388.08,47.4,521.66,2388.06,8.4279,393,38.88,23.2584
5635,125,642.29,1587.25,1401.97,553.52,2388.08,47.31,521.82,2388.03,8.4409,393,38.81,23.425
5636,125,641.61,1591.95,1410.22,553.67,2388.05,47.31,521.88,2388.05,8.4337,392,38.85,23.4348
5637,125,642.45,1581.85,1403.44,553.81,2388.01,47.4,521.63,2388.07,8.4199,393,39.05,23.4201
5638,125,641.88,1586.87,1406.02,553.43,2388.02,47.36,521.88,2388.02,8.4254,392,38.88,23.3746
5639,125,642.61,1588.05,1402.72,554.02,2388.06,47.43,522.33,2388.08,8.4242,394,38.84,23.357
5640,125,642.64,1585.48,1406.08,553.32,2388.07,47.38,521.84,2388.06,8.4439,392,38.97,23.3476
5641,125,642.33,1591.01,1410.3,554.0,2388.11,47.27,521.79,2388.07,8.4137,393,38.88,23.2505
5642,125,642.25,1596.28,1403.02,554.06,2388.09,47.39,521.9,2388.03,8.3917,393,38.87,23.2653
5643,125,642.3,1593.51,1402.65,553.24,2388.06,47.37,522.32,2388.03,8.4174,392,38.91,23.3366
5644,125,642.42,1587.53,1402.14,554.06,2388.07,47.49,522.23,2388.03,8.4243,393,38.92,23.4404
5645,125,642.31,1585.86,1403.55,554.53,2388.06,47.26,522.01,2388.09,8.4339,394,39.06,23.3746
5646,125,642.3,1584.21,1406.37,553.6,2388.02,47.42,522.32,2388.11,8.4449,393,38.79,23.2866
5647,125,642.08,1582.08,1405.48,554.07,2388.09,47.44,522.0,2388.03,8.426,393,38.69,23.4351
5648,125,642.27,1585.7,1405.25,553.75,2388.04,47.41,521.79,2388.02,8.4269,392,39.0,23.3546
5649,125,642.98,1591.52,1395.22,553.6,2388.06,47.37,522.13,2388.08,8.4345,394,38.75,23.2417
5650,125,642.35,1585.9,1403.4,553.99,2388.09,47.47,522.22,2388.07,8.4164,393,38.94,23.4182
5651,125,642.36,1581.65,1408.38,554.21,2388.05,47.44,521.75,2388.1,8.3917,391,38.94,23.3777
5652,125,642.08,1587.41,1412.34,553.7,2388.07,47.42,521.63,2388.08,8.4581,393,38.82,23.4316
5653,125,642.36,1588.52,1397.33,553.69,2388.1,47.44,521.6,2388.08,8.4306,393,38.9,23.3503
5654,125,642.7,1582.0,1410.1,553.69,2388.07,47.5,521.73,2388.04,8.4458,394,38.99,23.3378
5655,125,642.85,1583.93,1403.11,553.81,2388.04,47.34,521.35,2388.02,8.4009,392,38.87,23.3478
5656,125,642.14,1581.13,1407.01,553.58,2388.04,47.34,521.39,2388.05,8.4456,393,38.82,23.2559
5657,125,642.51,1584.15,1398.75,553.59,2388.07,47.35,521.39,2388.09,8.4323,392,38.92,23.465
5658,125,642.71,1585.42,1405.28,554.41,2388.12,47.54,521.37,2388.03,8.4124,394,39.1,23.3463
5659,125,642.24,1587.79,1406.81,553.53,2387.98,47.46,520.94,2388.09,8.4218,393,39.03,23.2323
5660,125,642.45,1594.38,1399.43,553.87,2388.04,47.36,521.49,2388.04,8.4422,392,38.91,23.3552
5661,125,642.92,1590.24,1408.76,553.55,2388.07,47.44,521.86,2388.05,8.4209,393,38.84,23.2284
5662,125,642.29,1587.38,1405.33,553.9,2388.08,47.38,521.83,2388.05,8.4567,391,38.79,23.2188
5663,125,642.04,1584.55,1399.59,553.88,2388.01,47.41,521.4,2388.06,8.4102,394,39.11,23.4038
5664,125,642.21,1584.01,1400.47,553.91,2388.09,47.39,521.87,2388.03,8.4419,392,39.1,23.2586
5665,125,642.21,1593.72,1410.4,553.82,2388.09,47.41,521.35,2388.09,8.4093,392,38.77,23.3937
5666,125,642.64,1586.85,1403.15,554.3,2388.04,47.45,521.64,2388.04,8.415,391,39.09,23.3825
5667,125,642.33,1593.62,1407.88,553.59,2388.06,47.52,521.74,2388.08,8.4193,392,38.87,23.4425
5668,124,642.17,1589.75,1405.89,553.31,2388.07,47.63,521.9,2388.0,8.3858,393,38.8,23.2171
5669,123,641.87,1592.14,1404.5,553.94,2388.06,47.34,521.2,2388.08,8.4476,392,39.04,23.3557
5670,122,642.75,1588.17,1400.6,553.5,2388.08,47.28,522.02,2388.08,8.427,392,38.82,23.4085
5671,121,642.54,1594.11,1413.29,554.23,2388.03,47.59,521.73,2388.07,8.4339,392,38.92,23.4157
5672,120,642.84,1579.13,1402.77,553.32,2388.07,47.38,522.23,2388.09,8.4515,395,39.03,23.2494
5673,119,642.41,1590.75,1404.87,553.63,2388.05,47.55,521.86,2388.07,8.42,391,38.93,23.4377
5674,118,642.65,1589.98,1405.61,553.94,2388.07,47.65,521.67,2388.16,8.4247,391,38.62,23.2942
5675,117,642.54,1592.27,1405.9,553.83,2388.05,47.26,521.93,2388.08,8.42,394,38.88,23.304
5676,116,642.31,1592.54,1403.83,553.58,2388.09,47.52,521.45,2388.07,8.4489,393,39.0,23.3055
5677,115,642.8,1590.68,1407.53,553.69,2388.07,47.42,521.51,2388.04,8.4089,394,38.85,23.4088
5678,114,642.42,1589.29,1400.71,553.58,2388.03,47.4,521.38,2388.12,8.4488,392,38.81,23.2926
5679,113,642.5,1593.66,1408.29,553.78,2388.0,47.23,521.92,2388.1,8.4435,393,38.9,23.3318
5680,112,642.32,1587.23,1404.18,553.14,2388.05,47.35,521.59,2388.06,8.454,392,38.83,23.3531
5681,111,642.25,1585.94,1405.53,553.01,2388.12,47.39,521.98,2388.06,8.4326,392,38.78,23.371
5682,110,642.69,1593.0,1411.38,553.37,2388.06,47.52,521.73,2388.08,8.4163,393,38.89,23.3445
5683,109,642.55,1588.93,1406.28,553.6,2388.05,47.36,521.28,2388.06,8.4577,392,38.78,23.2786
5684,108,642.29,1589.22,1404.2,553.71,2388.09,47.41,521.22,2388.08,8.4346,393,38.76,23.3344
5685,107,642.46,1587.34,1413.81,552.88,2388.11,47.46,521.13,2388.07,8.4379,393,38.77,23.3377
5686,106,642.43,1590.67,1405.7,553.66,2388.03,47.16,521.42,2388.05,8.4243,394,38.79,23.2463
5687,105,642.56,1586.28,1405.88,554.2,2388.08,47.34,521.87,2388.06,8.471,392,38.78,23.2487
5688,104,642.73,1588.07,1404.57,554.3,2388.03,47.57,521.63,2388.09,8.4431,392,38.81,23.3123
5689,103,642.91,1596.48,1408.44,554.0,2388.1,47.42,521.71,2388.08,8.4286,391,39.02,23.344
5690,102,642.76,1587.13,1404.93,553.79,2388.04,47.37,521.54,2388.12,8.4338,392,38.76,23.3172
5691,101,642.98,1591.11,1411.53,553.62,2388.13,47.27,521.49,2388.09,8.4113,394,38.87,23.2499
5692,100,642.42,1595.21,1410.47,553.72,2388.07,47.66,521.16,2388.07,8.4345,392,38.86,23.3052
5693,99,642.72,1588.87,1401.07,554.09,2388.08,47.44,521.93,2388.13,8.4288,394,38.91,23.3943
5694,98,642.75,1589.52,1408.97,554.05,2388.06,47.25,521.78,2388.08,8.4441,393,38.94,23.3387
5695,97,642.08,1587.83,1407.49,554.01,2388.06,47.49,521.89,2388.11,8.4248,394,38.91,23.2546
5696,96,642.69,1591.11,1409.4,553.74,2388.12,47.54,521.18,2388.11,8.3944,394,38.76,23.3968
5697,95,642.51,1589.72,1411.4,552.98,2388.1,47.61,521.02,2388.09,8.4487,394,38.77,23.3572
5698,94,642.66,1588.63,1408.37,553.89,2388.05,47.59,521.44,2388.11,8.4532,394,38.95,23.2969
5699,93,642.13,1590.42,1410.46,552.94,2388.11,47.53,522.32,2388.12,8.3887,394,38.97,23.4009
5700,92,642.57,1592.09,1410.74,552.82,2388.11,47.49,521.23,2388.09,8.4584,393,38.77,23.3319
5701,91,642.21,1598.89,1409.28,553.34,2388.04,47.45,521.1,2388.11,8.4548,392,38.81,23.2863
5702,90,642.81,1584.99,1405.06,553.16,2388.11,47.46,521.88,2388.08,8.4496,393,38.86,23.3287
5703,89,642.51,1582.53,1410.7,553.31,2388.04,47.54,521.67,2388.1,8.4618,392,39.04,23.2955
5704,88,642.85,1586.65,1404.89,553.58,2388.11,47.48,521.39,2388.11,8.4415,392,38.67,23.2727
5705,87,642.22,1589.11,1410.47,553.61,2388.1,47.59,521.33,2388.08,8.4324,393,38.55,23.3807
5706,86,642.64,1584.1,1416.36,553.3,2388.08,47.4,521.32,2388.12,8.4271,391,38.69,23.3162
5707,85,642.49,1592.98,1409.51,554.2,2388.14,47.47,521.65,2388.15,8.4343,394,38.71,23.3257
5708,84,642.5,1591.54,1410.23,552.9,2388.04,47.62,521.83,2388.08,8.4352,394,38.85,23.2857
5709,83,642.06,1585.09,1406.91,554.23,2388.13,47.42,521.12,2388.08,8.4129,393,38.86,23.3183
5710,82,642.41,1585.61,1412.4,553.63,2388.11,47.55,521.88,2388.08,8.4485,393,38.69,23.2924
5711,81,643.11,1596.59,1414.97,552.89,2388.1,47.53,521.73,2388.08,8.4494,393,38.87,23.3487
5712,80,642.96,1588.97,1411.11,553.63,2388.13,47.64,521.69,2388.12,8.417,393,38.97,23.4481
5713,79,643.15,1590.61,1405.25,553.04,2388.01,47.54,521.4,2388.08,8.4208,392,38.7,23.3204
